emp_no,birth_date
45021,1955-11-19
45023,1953-05-04
45036,1955-11-07
45041,1955-12-13
45042,1952-12-23
45044,1952-06-02
45046,1952-04-02
45053,1954-05-30
45055,1954-09-29
45057,1954-10-24
45058,1953-06-05
45060,1954-10-20
45062,1953-09-12
45064,1954-05-26
45066,1952-05-28
45069,1955-02-22
45070,1954-06-25
45083,1954-10-06
45087,1954-07-12
45089,1952-04-11
45092,1955-07-15
45096,1952-07-19
45100,1953-05-22
45104,1953-05-29
45112,1952-03-02
45121,1952-12-30
45123,1955-02-27
45127,1953-01-02
45128,1953-12-27
45130,1953-07-30
45134,1952-02-24
45138,1953-02-05
45142,1952-06-03
45145,1954-08-01
45149,1953-05-02
45163,1952-12-06
45164,1955-09-04
45166,1953-05-10
45170,1953-01-31
45172,1952-11-23
45173,1955-11-12
45176,1952-06-20
45177,1952-12-07
45183,1954-08-21
45186,1953-08-01
45189,1954-04-20
45190,1955-08-29
45193,1954-11-11
45195,1953-10-31
45196,1955-06-24
45200,1955-08-03
45204,1955-06-27
45208,1952-05-16
45209,1953-03-30
45216,1954-12-11
45217,1954-09-04
45221,1955-09-16
45228,1953-06-19
45232,1954-07-15
45244,1953-11-13
45245,1955-05-30
45247,1952-08-27
45251,1953-05-15
45253,1953-03-17
45254,1952-04-03
45261,1952-08-19
45263,1955-09-29
45268,1955-12-14
45269,1952-10-08
45275,1952-08-02
45277,1955-07-26
45279,1955-04-13
45281,1952-04-11
45284,1952-11-26
45288,1953-08-01
45290,1954-01-08
45293,1955-07-18
45297,1953-07-15
45298,1955-12-10
45305,1955-06-28
45306,1954-12-25
45307,1955-03-20
45311,1952-10-27
45313,1952-06-28
45314,1955-04-15
45318,1954-08-14
45321,1954-05-10
45327,1955-04-26
45331,1952-10-19
45333,1955-08-21
45335,1953-06-07
45336,1955-02-04
45337,1952-02-08
45342,1952-07-31
45344,1953-07-30
45349,1952-12-15
45352,1954-04-24
45361,1952-09-03
45363,1952-07-24
45364,1954-05-13
45366,1954-09-08
45367,1953-12-24
45376,1953-12-14
45377,1952-07-14
45382,1954-07-28
45390,1955-02-23
45396,1954-10-30
45397,1953-10-14
45399,1952-03-15
45400,1952-09-09
45402,1954-11-01
45416,1955-06-09
45419,1953-06-30
45421,1952-06-06
45426,1954-10-10
45428,1955-01-11
45430,1953-10-11
45432,1952-09-17
45436,1952-02-04
45439,1952-08-29
45443,1955-04-26
45455,1954-05-25
45460,1953-06-05
45465,1954-12-26
45466,1952-12-12
45467,1955-03-08
45468,1955-05-11
45470,1955-12-14
45473,1952-06-15
45479,1954-12-14
45488,1955-09-02
45493,1954-06-26
45495,1952-09-27
45499,1952-07-13
45507,1952-06-07
45512,1953-08-31
45514,1955-02-15
45517,1955-06-04
45519,1955-09-13
45520,1954-07-25
45522,1953-08-14
45526,1954-05-27
45527,1954-05-26
45534,1955-10-01
45536,1953-12-24
45537,1952-06-25
45543,1955-02-12
45544,1953-01-26
45545,1953-03-12
45546,1952-06-08
45550,1952-04-23
45552,1953-03-15
45557,1952-06-12
45561,1953-10-06
45566,1952-07-24
45568,1953-12-30
45570,1952-11-26
45577,1953-06-09
45585,1953-10-22
45591,1955-01-08
45593,1955-05-24
45594,1954-03-10
45599,1952-04-17
45600,1954-05-05
45601,1953-09-13
45602,1954-08-27
45607,1952-06-09
45612,1953-01-28
45613,1952-12-13
45619,1953-01-08
45621,1953-02-16
45622,1952-07-16
45626,1952-03-07
45629,1954-10-31
45634,1954-06-01
45636,1954-07-02
45637,1954-08-12
45638,1952-08-18
45641,1954-03-09
45643,1955-11-09
45645,1952-10-08
45649,1955-11-06
45652,1954-12-05
45655,1954-12-25
45657,1955-02-25
45658,1954-10-03
45665,1952-09-28
45669,1954-12-03
45671,1955-09-11
45675,1954-11-18
45685,1955-03-02
45687,1955-04-06
45690,1953-06-08
45695,1955-04-20
45698,1955-01-02
45699,1955-08-12
45702,1955-10-11
45709,1953-12-09
45716,1954-08-22
45719,1955-05-14
45727,1953-07-11
45731,1953-09-14
45732,1953-12-30
45743,1953-05-10
45744,1952-08-19
45748,1955-01-09
45758,1952-04-18
45759,1955-05-07
45766,1955-03-23
45773,1954-09-17
45780,1954-08-23
45788,1952-11-14
45797,1954-12-21
45798,1955-09-27
45803,1954-12-14
45805,1953-07-22
45808,1953-08-01
45809,1954-01-17
45814,1954-06-06
45820,1952-07-17
45821,1954-02-04
45827,1953-03-27
45828,1952-09-03
45836,1952-02-17
45837,1954-10-01
45844,1954-07-29
45851,1953-12-04
45853,1952-07-07
45854,1952-02-24
45863,1953-12-15
45865,1953-12-26
45867,1954-10-21
45880,1955-10-21
45883,1955-04-08
45886,1955-01-10
45891,1953-09-25
45895,1953-07-27
45903,1955-03-16
45904,1955-12-06
45908,1953-02-01
45915,1955-01-04
45919,1954-10-22
45923,1954-05-11
45936,1952-06-06
45950,1953-01-12
45951,1953-08-03
45952,1954-03-08
45962,1954-11-08
45972,1955-08-04
45973,1953-08-18
45977,1952-07-06
45979,1955-04-16
45985,1952-05-24
45987,1952-12-01
45989,1953-08-21
45998,1953-06-21
46004,1952-11-23
46012,1954-08-17
46025,1953-02-09
46026,1955-08-25
46028,1954-07-06
46036,1955-12-09
46037,1952-05-13
46040,1955-12-02
46042,1952-12-16
46044,1955-08-17
46054,1953-12-20
46055,1952-03-15
46059,1955-04-10
46066,1954-06-04
46068,1955-04-12
46070,1955-11-09
46075,1952-08-23
46076,1954-10-12
46079,1955-11-21
46083,1952-04-09
46087,1952-06-28
46089,1954-03-09
46090,1955-07-05
46091,1955-02-16
46095,1954-05-26
46104,1954-02-23
46109,1953-03-22
46110,1955-05-20
46118,1953-01-27
46124,1953-08-22
46132,1954-07-20
46141,1955-10-20
46145,1954-09-07
46149,1955-12-31
46152,1954-04-19
46159,1953-06-18
46164,1953-03-28
46167,1952-06-12
46173,1954-02-01
46175,1952-04-12
46176,1952-03-05
46189,1952-09-08
46191,1955-12-14
46192,1955-05-21
46203,1955-06-02
46211,1952-03-28
46215,1953-07-23
46216,1954-03-14
46221,1955-04-24
46232,1954-10-11
46236,1955-08-22
46241,1954-11-28
46243,1954-05-20
46248,1952-12-18
46250,1953-05-24
46254,1954-04-15
46258,1954-10-30
46260,1954-05-13
46261,1955-09-16
46263,1953-11-21
46266,1955-11-14
46268,1955-11-26
46272,1955-06-17
46273,1954-05-15
46281,1953-04-30
46282,1954-11-29
46293,1954-11-06
46295,1954-07-26
46299,1953-10-09
46302,1955-02-26
46304,1953-06-04
46305,1955-05-26
46306,1955-09-08
46316,1954-07-11
46317,1954-05-01
46318,1955-03-28
46321,1952-02-05
46322,1952-11-12
46323,1954-09-08
46324,1954-08-16
46326,1954-04-05
46327,1952-12-11
46331,1953-06-27
46335,1955-10-08
46339,1955-12-29
46340,1953-04-14
46345,1952-05-31
46347,1952-03-18
46352,1954-11-11
46356,1953-05-15
46359,1955-06-24
46367,1952-03-17
46374,1953-10-19
46388,1953-08-21
46392,1952-10-15
46395,1955-12-22
46407,1954-05-12
46414,1953-03-11
46417,1954-10-19
46425,1953-09-16
46439,1953-01-31
46440,1953-12-02
46451,1954-07-10
46452,1954-05-29
46456,1955-10-02
46457,1954-12-18
46463,1952-08-29
46466,1952-03-08
46469,1952-02-23
46470,1954-05-31
46471,1952-10-11
46480,1953-10-26
46484,1953-04-25
46488,1955-01-02
46500,1953-04-19
46506,1952-12-06
46510,1955-04-15
46530,1953-05-18
46532,1954-02-20
46533,1955-11-19
46537,1952-07-31
46542,1953-12-27
46548,1954-12-11
46556,1952-07-08
46560,1952-10-07
46562,1952-08-18
46563,1954-08-18
46567,1953-07-10
46574,1955-12-13
46576,1952-11-07
46585,1954-06-17
46587,1954-07-07
46604,1953-04-04
46609,1954-12-27
46611,1955-09-28
46613,1955-11-29
46619,1954-04-05
46621,1954-11-01
46622,1955-08-21
46623,1954-03-23
46627,1952-04-17
46630,1955-03-17
46635,1953-05-03
46642,1953-05-14
46646,1952-12-10
46655,1953-07-16
46662,1954-01-05
46664,1953-06-27
46666,1952-06-19
46670,1952-06-12
46671,1953-02-20
46672,1954-04-12
46675,1955-03-30
46679,1955-04-05
46680,1952-04-05
46683,1953-03-03
46685,1952-07-28
46704,1954-01-19
46709,1953-05-27
46710,1954-04-28
46713,1954-07-14
46714,1952-02-25
46717,1953-05-16
46721,1955-06-16
46727,1953-11-22
46730,1955-07-17
46732,1954-12-04
46735,1955-07-23
46739,1953-05-15
46740,1953-10-13
46749,1954-12-31
46754,1955-11-23
46755,1955-06-02
46757,1955-07-17
46763,1954-01-25
46768,1953-06-06
46773,1955-11-16
46781,1954-05-17
46784,1954-05-06
46798,1954-09-09
46817,1953-04-27
46821,1952-04-15
46838,1954-10-28
46847,1955-08-05
46852,1955-07-24
46853,1952-10-03
46858,1954-06-24
46864,1953-02-28
46866,1953-10-05
46882,1955-02-24
46884,1955-01-31
46887,1953-11-11
46901,1954-08-20
46903,1955-12-29
46927,1954-01-08
46937,1955-07-08
46940,1953-08-15
46949,1953-09-15
46953,1954-02-28
46959,1953-02-21
46960,1952-12-29
46961,1954-08-28
46963,1954-04-23
46964,1953-12-08
46967,1952-09-15
46968,1955-06-21
46970,1952-07-08
46974,1955-12-30
46975,1953-09-21
46984,1953-06-28
46991,1953-07-09
46993,1953-05-31
47005,1953-09-22
47008,1954-02-27
47010,1954-04-02
47013,1952-03-25
47017,1953-09-13
47021,1952-08-22
47022,1954-12-24
47026,1955-10-27
47028,1952-09-22
47033,1955-07-05
47034,1954-01-20
47038,1953-04-07
47042,1954-10-30
47045,1954-03-09
47047,1954-05-29
47050,1954-11-16
47051,1954-02-06
47056,1954-07-01
47059,1955-03-01
47061,1954-12-27
47064,1952-08-29
47070,1952-06-26
47079,1955-01-18
47081,1954-09-05
47084,1954-01-18
47088,1954-01-23
47094,1954-02-26
47100,1953-07-29
47103,1952-03-24
47107,1955-01-17
47114,1954-03-29
47115,1953-09-08
47116,1954-03-17
47117,1954-12-30
47120,1952-03-10
47127,1952-03-13
47130,1954-08-27
47133,1952-09-11
47137,1955-09-14
47138,1953-08-06
47145,1952-06-05
47146,1955-06-18
47148,1955-05-10
47166,1952-09-19
47168,1955-12-31
47169,1954-02-28
47173,1952-04-14
47174,1955-08-23
47175,1954-02-23
47178,1954-02-28
47185,1955-03-30
47187,1954-06-12
47193,1952-03-29
47200,1954-10-04
47203,1952-04-24
47205,1954-12-14
47207,1954-04-19
47212,1954-02-10
47215,1953-04-27
47224,1954-11-22
47225,1955-06-22
47227,1952-08-01
47228,1955-05-10
47236,1954-07-02
47238,1952-07-31
47239,1955-03-20
47242,1954-10-20
47245,1953-02-04
47246,1955-06-03
47249,1954-10-04
47251,1955-04-26
47255,1953-05-03
47258,1955-03-05
47265,1954-05-18
47280,1953-07-13
47281,1952-11-10
47282,1955-06-17
47286,1955-04-16
47288,1953-03-23
47293,1952-04-23
47294,1953-11-11
47299,1955-11-18
47306,1953-06-07
47311,1955-02-12
47321,1953-03-02
47324,1954-09-07
47330,1955-05-28
47340,1955-05-15
47342,1953-11-09
47352,1952-08-27
47354,1953-05-03
47358,1952-05-29
47361,1953-08-16
47374,1953-09-21
47376,1955-06-03
47379,1955-06-30
47383,1954-12-11
47397,1955-05-15
47401,1952-03-18
47403,1954-09-18
47409,1954-01-20
47414,1953-08-30
47422,1954-08-12
47423,1952-03-08
47428,1954-11-10
47434,1952-07-31
47436,1954-08-03
47438,1954-04-03
47439,1955-08-13
47445,1953-05-01
47446,1954-05-02
47447,1955-07-30
47448,1954-02-06
47451,1954-08-09
47456,1955-11-27
47457,1955-12-01
47462,1954-03-04
47464,1955-06-30
47466,1954-02-17
47468,1953-06-18
47470,1954-06-10
47471,1953-09-19
47480,1953-12-12
47488,1954-07-29
47500,1953-07-29
47501,1953-04-28
47505,1954-12-15
47516,1954-08-07
47518,1953-10-13
47523,1954-01-30
47531,1953-08-08
47546,1954-08-10
47548,1955-06-17
47553,1955-06-15
47557,1952-05-30
47567,1955-06-29
47568,1953-03-23
47575,1953-09-26
47581,1955-10-31
47586,1953-08-12
47592,1952-08-31
47593,1952-09-10
47597,1953-06-06
47604,1954-09-04
47606,1955-02-13
47607,1953-03-24
47609,1952-03-26
47611,1953-06-14
47616,1955-11-12
47617,1955-10-13
47622,1955-11-21
47625,1952-10-30
47626,1953-11-08
47627,1953-04-26
47630,1955-01-26
47631,1955-01-09
47634,1952-12-15
47635,1952-09-22
47637,1953-01-06
47640,1952-04-24
47644,1953-08-14
47650,1955-05-12
47651,1953-09-10
47655,1952-10-16
47661,1952-06-30
47665,1954-04-06
47669,1952-02-16
47670,1952-06-21
47683,1953-10-22
47690,1952-08-04
47692,1953-10-17
47706,1953-04-08
47710,1952-05-06
47713,1954-12-10
47715,1955-02-10
47716,1953-09-18
47720,1953-08-19
47723,1955-04-16
47726,1954-10-03
47729,1953-02-16
47735,1953-06-09
47737,1952-06-21
47739,1953-11-30
47740,1952-09-10
47746,1955-06-13
47757,1952-07-05
47763,1954-04-22
47764,1953-12-13
47765,1955-12-05
47766,1954-03-26
47770,1953-10-03
47772,1953-10-18
47774,1953-04-17
47775,1953-12-27
47776,1952-11-05
47777,1953-09-25
47778,1955-11-11
47779,1952-12-07
47785,1952-11-25
47790,1954-10-31
47791,1953-06-03
47793,1955-07-15
47796,1953-09-19
47798,1954-10-11
47804,1954-10-06
47809,1954-06-26
47812,1954-07-23
47814,1953-04-17
47816,1954-09-25
47818,1955-10-01
47821,1953-07-07
47822,1954-10-04
47824,1955-04-09
47825,1955-05-10
47829,1955-08-26
47830,1954-04-21
47832,1955-08-17
47840,1953-05-05
47841,1952-08-31
47846,1954-05-05
47847,1954-09-11
47849,1953-12-02
47859,1953-04-30
47862,1955-02-21
47866,1952-07-29
47872,1953-05-12
47873,1952-08-25
47876,1952-04-16
47878,1954-06-18
47882,1952-03-25
47894,1955-04-11
47899,1952-04-17
47905,1953-02-02
47906,1952-10-07
47920,1955-11-11
47925,1955-02-09
47928,1953-05-27
47929,1953-06-16
47930,1954-09-01
47932,1953-09-04
47943,1954-10-07
47947,1953-08-11
47952,1952-06-24
47955,1952-04-22
47958,1955-06-23
47964,1954-11-29
47965,1953-03-15
47969,1955-12-18
47970,1953-03-04
47980,1952-03-23
47981,1955-07-24
47988,1954-01-07
47994,1954-07-01
47996,1953-07-02
47997,1954-01-03
47998,1952-05-07
48008,1955-01-31
48009,1954-01-23
48019,1953-04-23
48020,1953-11-10
48026,1955-04-03
48027,1952-04-08
48028,1952-07-04
48031,1955-03-09
48034,1953-01-24
48039,1954-01-13
48043,1953-03-12
48044,1953-05-04
48050,1955-05-26
48058,1953-10-23
48063,1954-05-01
48066,1952-07-11
48069,1955-04-07
48071,1955-02-02
48072,1952-08-03
48073,1955-09-30
48077,1954-08-29
48080,1954-05-18
48092,1952-06-22
48098,1954-03-27
48099,1952-06-20
48108,1955-03-29
48110,1954-03-08
48116,1954-04-02
48117,1952-10-25
48120,1955-03-08
48121,1955-12-30
48122,1953-12-31
48127,1955-01-23
48129,1955-07-24
48131,1952-05-31
48138,1953-05-04
48139,1955-12-23
48142,1953-01-30
48144,1952-11-27
48149,1953-07-31
48154,1954-12-17
48157,1953-04-29
48161,1953-02-19
48165,1954-09-09
48167,1954-02-19
48176,1953-04-10
48177,1952-05-01
48179,1954-04-18
48181,1954-05-21
48183,1955-08-05
48185,1954-02-02
48192,1955-01-26
48201,1952-07-09
48202,1955-04-07
48204,1955-10-23
48206,1955-05-31
48221,1954-10-30
48222,1955-11-12
48232,1954-12-13
48235,1954-11-20
48238,1954-12-27
48240,1955-03-11
48243,1952-04-07
48250,1955-02-15
48253,1953-03-28
48254,1954-05-23
48261,1953-08-25
48262,1952-05-08
48266,1953-09-21
48267,1954-06-23
48268,1954-08-03
48270,1953-09-25
48272,1954-07-26
48276,1953-07-27
48277,1955-07-14
48285,1955-08-26
48286,1954-11-10
48314,1955-01-15
48318,1955-02-03
48320,1953-09-18
48323,1952-05-29
48325,1955-09-14
48327,1953-07-11
48331,1954-06-25
48332,1954-03-26
48337,1955-08-09
48340,1954-02-28
48343,1953-02-16
48351,1955-10-11
48362,1954-01-07
48363,1953-08-03
48368,1953-02-04
48370,1954-08-09
48371,1953-06-17
48374,1955-01-07
48375,1954-09-30
48376,1952-09-19
48377,1955-03-11
48381,1954-05-14
48386,1953-09-01
48387,1952-08-17
48388,1954-12-19
48393,1954-08-24
48396,1955-12-25
48403,1955-09-01
48405,1954-11-03
48407,1954-08-07
48408,1955-06-11
48413,1955-08-25
48420,1952-10-22
48423,1954-02-03
48425,1955-05-18
48426,1955-09-19
48439,1954-07-02
48443,1952-08-26
48446,1953-07-28
48448,1955-06-07
48452,1955-12-29
48465,1953-04-15
48469,1953-12-28
48472,1955-03-07
48475,1952-04-25
48488,1952-08-11
48499,1953-05-28
48500,1954-06-18
48502,1952-07-15
48503,1952-05-29
48504,1953-07-26
48507,1954-08-16
48511,1952-02-05
48514,1952-02-29
48521,1952-08-20
48524,1954-03-06
48525,1955-06-20
48528,1953-03-14
48533,1952-07-19
48534,1954-07-15
48535,1952-06-23
48537,1955-11-19
48539,1955-12-16
48542,1952-04-29
48546,1952-11-18
48557,1952-09-27
48562,1953-09-19
48563,1955-10-19
48568,1952-09-06
48574,1953-04-18
48577,1954-02-26
48578,1955-07-20
48591,1952-12-10
48594,1953-10-03
48598,1952-08-20
48602,1954-04-06
48609,1954-11-27
48619,1955-12-29
48620,1952-05-01
48626,1954-10-12
48629,1954-01-09
48632,1952-05-21
48637,1954-03-14
48645,1955-08-04
48646,1953-08-21
48648,1955-03-09
48649,1955-12-16
48651,1954-10-28
48657,1954-06-08
48658,1953-03-03
48669,1952-10-18
48671,1954-02-27
48672,1953-11-17
48675,1953-08-22
48676,1953-11-30
48682,1953-11-13
48683,1952-09-03
48685,1955-09-01
48693,1952-11-13
48696,1953-10-30
48698,1954-01-09
48700,1955-11-26
48701,1952-05-04
48710,1954-10-31
48711,1952-12-04
48719,1953-09-09
48727,1953-09-26
48729,1955-10-19
48734,1953-12-27
48735,1954-08-12
48736,1954-02-01
48741,1952-11-09
48742,1954-05-30
48746,1955-11-11
48751,1954-04-08
48755,1952-09-02
48757,1955-04-11
48765,1955-03-16
48766,1955-09-07
48772,1953-05-20
48775,1954-07-21
48780,1953-09-19
48785,1953-09-08
48787,1953-08-17
48791,1952-09-02
48793,1953-01-30
48797,1954-02-20
48799,1955-03-31
48803,1954-07-01
48804,1954-03-27
48808,1955-07-26
48809,1955-01-17
48811,1952-06-28
48816,1953-04-21
48818,1952-09-13
48824,1955-09-08
48832,1952-08-02
48834,1954-09-06
48836,1955-07-02
48838,1955-11-24
48840,1955-12-07
48841,1954-09-10
48847,1952-06-29
48854,1954-05-21
48860,1952-03-13
48862,1954-11-25
48863,1953-04-22
48871,1955-03-26
48877,1953-03-26
48881,1954-06-08
48883,1954-07-22
48886,1955-11-12
48902,1954-07-09
48905,1952-09-21
48910,1952-02-02
48915,1953-06-06
48917,1955-04-04
48929,1954-11-10
48935,1953-06-15
48941,1954-11-17
48950,1954-11-19
48951,1954-09-13
48952,1954-04-02
48955,1954-03-04
48958,1952-02-06
48970,1953-06-06
48974,1954-01-17
48977,1952-07-06
48980,1953-12-17
48981,1952-04-03
48984,1954-12-30
48985,1953-11-14
48988,1954-01-08
48995,1953-01-18
48996,1954-02-25
48999,1955-04-24
49003,1953-07-19
49007,1954-01-14
49008,1955-10-19
49014,1952-12-13
49015,1955-05-12
49019,1953-05-10
49029,1955-03-29
49030,1952-08-14
49034,1955-10-30
49035,1955-07-16
49041,1955-07-24
49043,1955-03-22
49047,1955-12-09
49053,1953-03-04
49062,1954-08-28
49069,1955-05-02
49075,1953-10-23
49076,1953-03-30
49077,1955-12-03
49086,1952-09-10
49087,1955-04-12
49091,1955-04-20
49099,1954-04-12
49106,1952-12-24
49115,1954-07-05
49116,1953-03-24
49122,1955-10-24
49126,1952-11-20
49128,1954-12-12
49130,1952-06-25
49138,1953-07-18
49149,1953-03-15
49150,1952-08-25
49157,1953-12-31
49174,1952-07-26
49176,1953-06-14
49181,1954-12-05
49182,1953-08-08
49183,1954-10-01
49190,1952-12-01
49194,1953-11-14
49202,1953-05-06
49204,1954-01-28
49210,1953-04-28
49213,1952-11-14
49221,1953-01-03
49224,1952-05-26
49226,1954-07-25
49227,1954-02-12
49235,1952-08-14
49242,1953-08-10
49244,1953-01-31
49248,1955-03-05
49251,1954-05-23
49253,1955-12-21
49261,1955-11-10
49262,1952-11-14
49264,1954-07-24
49279,1954-03-09
49280,1952-02-22
49287,1952-07-08
49292,1952-11-24
49294,1955-03-13
49298,1955-05-06
49301,1953-06-20
49306,1952-02-28
49308,1952-05-07
49310,1953-08-29
49315,1953-04-12
49320,1955-08-01
49322,1954-03-31
49330,1952-11-18
49335,1954-03-11
49337,1955-11-14
49340,1955-08-30
49342,1952-03-09
49343,1952-07-26
49346,1954-11-19
49348,1952-03-04
49351,1953-07-17
49353,1954-07-12
49354,1954-06-03
49355,1952-07-25
49361,1954-09-21
49365,1954-07-06
49368,1952-06-08
49379,1952-04-15
49382,1954-12-06
49383,1952-10-24
49385,1953-03-05
49387,1952-04-03
49390,1952-06-01
49391,1955-05-10
49392,1955-03-06
49396,1953-06-06
49404,1954-12-20
49412,1955-05-10
49414,1955-08-03
49424,1954-06-18
49430,1952-05-26
49432,1953-09-27
49433,1955-01-17
49434,1955-01-10
49436,1953-04-21
49437,1953-05-27
49438,1952-05-30
49449,1954-01-06
49457,1953-01-03
49461,1953-08-24
49462,1953-10-27
49465,1955-04-30
49480,1954-12-22
49484,1952-10-21
49490,1953-06-25
49492,1953-08-01
49496,1954-01-09
49501,1953-11-20
49513,1953-09-20
49515,1952-06-16
49521,1955-11-08
49524,1954-04-06
49527,1954-05-21
49532,1954-04-21
49534,1953-06-23
49537,1955-03-26
49541,1954-11-26
49545,1954-01-26
49555,1952-11-25
49556,1952-04-28
49558,1953-06-07
49560,1952-03-06
49562,1953-09-23
49565,1954-01-21
49566,1953-12-18
49570,1954-08-17
49574,1955-11-11
49583,1955-12-25
49587,1954-01-04
49588,1953-07-28
49594,1953-12-06
49599,1954-10-03
49601,1955-03-01
49610,1953-03-18
49617,1952-02-24
49619,1953-04-17
49622,1955-12-07
49624,1952-09-08
49625,1953-01-15
49637,1954-05-18
49644,1953-08-12
49646,1953-01-25
49656,1952-03-17
49659,1952-04-01
49660,1955-12-21
49667,1954-06-12
49668,1955-07-25
49675,1955-12-23
49678,1952-07-27
49679,1955-09-07
49680,1955-10-17
49682,1954-07-04
49685,1954-04-19
49687,1954-06-11
49696,1952-09-28
49699,1953-11-17
49707,1954-08-09
49708,1955-06-08
49710,1955-06-09
49715,1955-01-20
49732,1955-02-10
49733,1952-03-27
49735,1954-04-04
49743,1955-04-17
49745,1954-03-11
49747,1954-04-22
49754,1954-04-18
49758,1953-03-16
49762,1952-07-30
49766,1953-07-26
49772,1954-06-13
49774,1955-06-02
49775,1954-06-26
49778,1954-01-08
49786,1954-12-17
49787,1954-03-30
49788,1952-04-08
49792,1954-09-18
49795,1952-04-08
49796,1954-09-20
49798,1954-11-02
49806,1955-03-14
49811,1952-04-09
49813,1955-09-17
49814,1954-09-24
49817,1952-03-28
49820,1954-02-23
49824,1953-07-11
49825,1955-11-04
49826,1953-10-20
49829,1953-12-23
49835,1954-05-15
49842,1953-02-16
49848,1954-08-31
49850,1953-04-14
49857,1955-05-07
49860,1952-05-02
49861,1953-10-24
49862,1953-12-04
49869,1953-03-24
49880,1955-03-28
49889,1954-11-14
49893,1953-11-10
49894,1952-02-12
49900,1953-07-19
49902,1955-03-25
49907,1952-10-11
49909,1953-09-20
49912,1954-11-14
49915,1952-06-14
49918,1955-11-06
49920,1952-08-15
49922,1954-10-25
49924,1954-10-15
49930,1952-11-15
49934,1955-09-01
49937,1954-12-26
49940,1955-04-02
49942,1955-11-14
49951,1954-02-06
49954,1955-02-24
49963,1952-11-04
49967,1955-09-19
49971,1954-10-02
49975,1954-07-22
49979,1953-10-07
49983,1954-03-09
49989,1954-05-25
49992,1953-09-01
49994,1952-07-22
50002,1952-03-23
50006,1952-03-01
50016,1953-07-12
50019,1954-11-16
50022,1955-06-17
50027,1955-05-21
50031,1954-10-24
50034,1955-07-20
50037,1953-07-16
50041,1953-02-15
50048,1955-02-27
50051,1954-10-20
50062,1952-11-25
50069,1954-03-20
50071,1953-03-13
50075,1953-01-23
50080,1954-01-17
50083,1953-02-23
50093,1953-06-13
50099,1955-02-04
50102,1955-07-27
50104,1953-07-08
50111,1953-10-28
50115,1952-12-08
50126,1953-05-03
50130,1952-08-25
50139,1953-01-20
50145,1952-11-26
50147,1954-10-13
50148,1952-06-16
50149,1954-01-13
50150,1954-12-21
50152,1954-07-27
